"GEOID","NAME","Total_Population","White_Alone","Black_Alone","Asian_Alone","Hispanic_Latino","Percent_White","Percent_Black","Percent_Asian","Percent_Hispanic","Median_Household_Income","Median_Income_Owner_Occupied","Median_Income_Renter_Occupied","Low_Income_Under_35K","Middle_Income_35K_100K","High_Income_100K_Plus","Percent_Low_Income_Under_35K","Percent_High_Income_100K_Plus","Below_Poverty_Level","Percent_Below_Poverty","Percent_Households_Below_Poverty","Children_Below_Poverty","Percent_Children_Below_Poverty","Total_Households","Family_Households","Nonfamily_Living_Alone","Percent_Family_Households","Percent_Single_Person_Households","Households_With_Children_Under_18","Percent_Households_With_Children","Total_Own_Children_Under_18","Children_In_Married_Couple_Families","Children_In_Single_Mother_Families","Percent_Children_Married_Couple","Percent_Children_Single_Parent","Large_Owner_Households_4_Plus","Large_Renter_Households_4_Plus","Percent_Large_Owner_Households","Percent_Large_Renter_Households","Total_Housing_Units","Occupied_Units","Vacant_Units","Percent_Occupied","Percent_Vacant","Owner_Occupied","Renter_Occupied","Percent_Owner_Occupied","Percent_Renter_Occupied","Median_Home_Value","Median_Gross_Rent","Single_Family_Detached","Single_Family_Attached","Mobile_Home","Multi_Family_All_Units","Multi_Family_5_Plus_Units","Multi_Family_10_Plus_Units","Multi_Family_20_Plus_Units","Percent_Single_Family","Percent_Multi_Family_All","Percent_Multi_Family_5_Plus","Percent_Multi_Family_10_Plus","Percent_Multi_Family_20_Plus","Percent_Built_2000_Plus","Percent_Built_Pre_1980","One_Bedroom","Two_Bedrooms","Three_Bedrooms","Four_Bedrooms","Two_Plus_Bedroom_Units","Three_Plus_Bedroom_Units","Percent_Two_Plus_Bedrooms","Percent_Three_Plus_Bedrooms","High_Rent_Burden_30_Plus_Units","High_Rent_Burden_50_Plus_Units","Percent_High_Rent_Burden_30_Plus","Percent_High_Rent_Burden_50_Plus","S2503_Median_Household_Income","S2503_Median_Housing_Costs","S2503_Median_Owner_Costs","S2503_Median_Renter_Costs","Total_Cost_Burden_30_Plus","Percent_Cost_Burden_30_Plus","High_Housing_Costs_1500_Plus","Low_Housing_Costs_Under_800"
"22033000100","Census Tract 1; East Baton Rouge Parish; Louisiana",1120,5,1076,0,0,0.446428571428571,96.0714285714286,0,0,28519,29187,NA,354,148,34,66.044776119403,6.34328358208955,469,41.875,42.3507462686567,183,91.9597989949749,536,326,208,60.8208955223881,38.8059701492537,123,22.9477611940299,192,0,192,0,100,196,616,64.2622950819672,266.666666666667,726,536,190,73.8292011019284,26.1707988980716,305,231,56.9029850746269,43.0970149253731,51500,672,575,0,80,71,0,0,0,79.2011019283747,9.77961432506887,0,0,0,5.09641873278237,71.4876033057851,140,271,293,22,586,315,80.7162534435262,43.3884297520661,98,53,42.4242424242424,22.9437229437229,28519,438,329,329,154,28.7313432835821,18,450
"22033000200","Census Tract 2; East Baton Rouge Parish; Louisiana",6625,102,6244,3,74,1.53962264150943,94.2490566037736,0.0452830188679245,1.11698113207547,22263,42083,20944,1653,637,138,68.0807248764415,5.6836902800659,2949,44.5132075471698,49.341021416804,1082,44.914902449149,2428,1451,817,59.7611202635914,33.6490939044481,839,34.5551894563427,2113,134,1979,6.34169427354472,93.6583057264553,406,3245,71.1033274956217,174.744211093161,2920,2428,492,83.1506849315068,16.8493150684932,571,1857,23.5172981878089,76.4827018121911,110900,653,1323,143,0,1454,1262,953,733,50.2054794520548,49.7945205479452,43.2191780821918,32.6369863013699,25.1027397260274,36.1301369863014,53.5616438356164,618,827,1254,58,2197,1370,75.2397260273973,46.9178082191781,1091,447,58.7506731287022,24.0710823909532,22263,750,776,776,1240,51.0708401976936,91,1459
"22033000300","Census Tract 3; East Baton Rouge Parish; Louisiana",1103,9,1076,0,0,0.815956482320943,97.5521305530372,0,0,25757,55163,NA,333,202,8,61.3259668508287,1.47329650092081,473,43.1963470319635,38.4898710865562,104,56.2162162162162,543,158,378,29.097605893186,69.6132596685083,108,19.8895027624309,152,0,152,0,100,60,593,28.169014084507,179.69696969697,711,543,168,76.3713080168776,23.6286919831224,213,330,39.2265193370166,60.7734806629834,77400,1005,541,8,26,136,16,0,0,77.2151898734177,19.1279887482419,2.25035161744022,0,0,19.2686357243319,71.0267229254571,51,288,341,17,646,358,90.8579465541491,50.351617440225,223,126,67.5757575757576,38.1818181818182,25757,767,464,464,282,51.9337016574586,0,282
"22033000400","Census Tract 4; East Baton Rouge Parish; Louisiana",2260,168,2061,9,38,7.43362831858407,91.1946902654867,0.398230088495575,1.68141592920354,28578,NA,30045,480,250,125,56.140350877193,14.6198830409357,605,26.7699115044248,33.9181286549708,142,50.354609929078,855,386,424,45.1461988304094,49.5906432748538,175,20.4678362573099,254,36,197,14.1732283464567,85.8267716535433,303,748,61.5853658536585,206.060606060606,1087,855,232,78.656853725851,21.343146274149,492,363,57.5438596491228,42.4561403508772,177400,978,1003,5,0,79,25,21,0,92.7322907083717,7.26770929162834,2.29990800367985,1.93192272309108,0,7.91168353265869,82.2447102115915,31,395,436,184,1056,661,97.148114075437,60.8095676172953,233,170,64.1873278236915,46.831955922865,28578,929,816,816,525,61.4035087719298,84,264
"22033000500","Census Tract 5; East Baton Rouge Parish; Louisiana",3024,98,2871,0,7,3.24074074074074,94.9404761904762,0,0.231481481481481,23303,25379,22932,751,325,37,67.4752920035939,3.32434860736748,1689,55.8531746031746,54.4474393530997,567,87.5,1113,648,445,58.2210242587601,39.9820305480683,238,21.3836477987421,542,0,451,0,100,210,1412,57.0652173913043,189.530201342282,1618,1113,505,68.7886279357231,31.2113720642769,368,745,33.0637915543576,66.9362084456424,80900,790,1424,16,5,173,30,30,0,88.9987639060569,10.6922126081582,1.85414091470952,1.85414091470952,0,1.48331273176761,93.6959208899876,77,823,632,55,1510,687,93.3250927070457,42.459826946848,462,333,62.0134228187919,44.6979865771812,23303,704,459,459,597,53.6388140161725,43,638
"22033000601","Census Tract 6.01; East Baton Rouge Parish; Louisiana",2308,11,2297,0,0,0.476603119584055,99.5233968804159,0,0,21678,NA,20515,570,163,165,63.4743875278396,18.3741648106904,973,42.157712305026,50.6681514476615,332,62.2889305816135,898,495,387,55.1224944320713,43.0957683741648,201,22.3830734966592,421,60,361,14.2517814726841,85.7482185273159,259,1014,44.8096885813149,316.875,1183,898,285,75.9087066779374,24.0912933220626,578,320,64.3652561247216,35.6347438752784,96900,996,937,0,0,246,143,118,79,79.2054099746407,20.7945900253593,12.0879120879121,9.97464074387151,6.67793744716822,6.84699915469146,86.8977176669484,80,178,625,195,1033,855,87.3203719357565,72.2738799661877,231,147,72.1875,45.9375,21678,913,723,723,536,59.6881959910913,99,362
"22033000602","Census Tract 6.02; East Baton Rouge Parish; Louisiana",3631,0,3541,0,61,0,97.521343982374,0,1.67997796750207,25699,29031,25099,961,377,119,65.9574468085106,8.16746739876458,863,23.7675571467915,28.0027453671929,175,29.2153589315526,1457,840,617,57.652711050103,42.347288949897,344,23.6101578586136,455,58,371,12.7472527472527,87.2527472527473,533,1635,80.5135951661631,205.660377358491,1755,1457,298,83.019943019943,16.980056980057,662,795,45.4358270418669,54.5641729581331,93900,841,1463,0,47,245,209,160,103,83.3618233618234,13.960113960114,11.9088319088319,9.11680911680912,5.86894586894587,1.1965811965812,85.8689458689459,93,671,738,187,1596,925,90.9401709401709,52.7065527065527,392,330,49.3081761006289,41.5094339622642,25699,658,518,518,533,36.5820178448868,83,870
"22033000701","Census Tract 7.01; East Baton Rouge Parish; Louisiana",2138,6,1853,0,279,0.280636108512629,86.6697848456501,0,13.0495790458372,30849,52500,27944,414,203,60,61.152141802068,8.86262924667651,970,45.3695042095416,38.5524372230428,460,59.5084087968952,677,389,255,57.4593796159527,37.6661742983752,333,49.1875923190547,596,129,266,21.6442953020134,78.3557046979866,225,718,83.955223880597,175.550122249389,858,677,181,78.9044289044289,21.0955710955711,268,409,39.5864106351551,60.4135893648449,126600,887,512,10,79,257,257,176,100,60.8391608391608,29.95337995338,29.95337995338,20.5128205128205,11.6550116550117,16.4335664335664,68.0652680652681,88,238,296,131,690,452,80.4195804195804,52.6806526806527,333,205,81.4180929095355,50.1222493887531,30849,789,553,553,435,64.2540620384047,86,348
"22033000702","Census Tract 7.02; East Baton Rouge Parish; Louisiana",3288,74,3063,47,95,2.25060827250608,93.1569343065693,1.4294403892944,2.88929440389294,41394,50091,39205,413,694,86,34.6186085498743,7.20871751886002,822,25.2147239263804,19.279128248114,198,18.8571428571429,1193,735,427,61.6093880972339,35.7921207041073,508,42.5817267393127,911,41,802,4.50054884742042,95.4994511525796,364,1337,71.7948717948718,194.897959183673,1363,1193,170,87.527512839325,12.472487160675,507,686,42.4979044425817,57.5020955574183,112400,907,924,0,5,434,430,430,304,67.7916360968452,31.8415260454879,31.5480557593544,31.5480557593544,22.3037417461482,9.31768158473955,78.7967718268525,222,293,715,66,1086,793,79.6771826852531,58.1804842259721,325,78,47.3760932944606,11.3702623906706,41394,880,831,831,441,36.9656328583403,81,385
"22033000900","Census Tract 9; East Baton Rouge Parish; Louisiana",3561,37,3225,0,90,1.03903397921932,90.564448188711,0,2.5273799494524,42167,39943,47754,584,507,281,42.5655976676385,20.4810495626822,896,25.1614714967706,26.603498542274,192,28.6995515695067,1372,831,500,60.5685131195335,36.4431486880466,216,15.7434402332362,219,108,111,49.3150684931507,50.6849315068493,621,1418,77.7221526908636,247.469458987784,1823,1372,451,75.2605595172792,24.7394404827208,799,573,58.2361516034985,41.7638483965015,97200,1073,1585,102,13,123,0,0,0,92.5397696105321,6.74712013165112,0,0,0,7.78935820076796,89.6873285792649,224,440,995,115,1550,1110,85.0246845858475,60.8886450905102,289,183,50.4363001745201,31.9371727748691,42167,804,573,573,443,32.2886297376093,37,673
"22033001000","Census Tract 10; East Baton Rouge Parish; Louisiana",2698,121,2553,0,139,4.48480355819125,94.6256486286138,0,5.15196441808747,38125,38167,37900,445,517,113,41.3953488372093,10.5116279069767,548,20.326409495549,16.1860465116279,63,11.731843575419,1075,519,449,48.2790697674419,41.7674418604651,252,23.4418604651163,306,64,242,20.9150326797386,79.0849673202614,241,1259,49.2842535787321,214.846416382253,1390,1075,315,77.3381294964029,22.6618705035971,489,586,45.4883720930233,54.5116279069767,72400,861,1078,0,0,312,95,48,48,77.5539568345324,22.4460431654676,6.83453237410072,3.45323741007194,3.45323741007194,3.02158273381295,75.6115107913669,280,511,561,13,1090,579,78.4172661870504,41.6546762589928,247,140,42.1501706484642,23.8907849829352,38125,682,327,327,271,25.2093023255814,0,639
"22033001102","Census Tract 11.02; East Baton Rouge Parish; Louisiana",4108,632,3204,3,142,15.3846153846154,77.9941577409932,0.0730282375851996,3.45666991236611,28370,103837,26689,1111,380,208,65.3914067098293,12.2424955856386,834,23.2311977715877,29.3702177751619,181,13.4272997032641,1699,770,840,45.3207769276045,49.4408475573867,540,31.7834020011772,938,399,338,42.5373134328358,57.4626865671642,304,2061,95,149.456127628716,1945,1699,246,87.3521850899743,12.6478149100257,320,1379,18.8346085932902,81.1653914067098,182900,909,319,9,81,1536,1394,1066,898,16.8637532133676,78.9717223650386,71.6709511568123,54.8071979434447,46.1696658097686,24.5758354755784,43.8560411311054,806,542,374,152,1100,558,56.5552699228792,28.6889460154242,913,417,66.2073966642495,30.2393038433648,28370,898,690,690,950,55.9152442613302,131,699
"22033001103","Census Tract 11.03; East Baton Rouge Parish; Louisiana",3511,432,1553,0,8,12.3041868413557,44.2324124181145,0,0.227855311876958,31136,60625,27240,624,281,146,59.372026641294,13.8915318744053,1649,51.2589368977308,37.7735490009515,806,58.7463556851312,1051,715,242,68.0304471931494,23.0256898192198,406,38.6298763082778,1070,93,247,8.69158878504673,91.3084112149533,211,1387,52.8822055137845,212.730061349693,1282,1051,231,81.9812792511701,18.01872074883,399,652,37.9638439581351,62.0361560418649,129800,1053,868,0,2,412,396,333,56,67.7067082683307,32.1372854914197,30.8892355694228,25.9750390015601,4.36817472698908,7.02028081123245,79.1731669266771,188,307,628,100,1077,770,84.009360374415,60.0624024960998,490,274,75.1533742331288,42.0245398773006,31136,1020,822,822,560,53.2825880114177,36,385
"22033001104","Census Tract 11.04; East Baton Rouge Parish; Louisiana",3260,231,2804,0,351,7.08588957055215,86.0122699386503,0,10.7668711656442,21339,22917,21305,1089,311,21,76.6361717100633,1.47783251231527,1770,54.5286506469501,47.0795214637579,659,66.9035532994924,1421,599,771,42.1534130893737,54.2575650950035,407,28.6418015482055,761,78,547,10.2496714848883,89.7503285151117,15,1990,36.5853658536585,144.202898550725,2163,1421,742,65.6957928802589,34.3042071197411,41,1380,2.88529204785362,97.1147079521464,98300,830,70,0,16,2077,1837,1404,755,3.23624595469256,96.0240406842349,84.9283402681461,64.9098474341193,34.9052242256126,53.7679149329635,35.6911696717522,888,802,312,18,1132,330,52.3347202958853,15.2565880721221,942,665,68.2608695652174,48.1884057971014,21339,821,279,279,960,67.558057705841,41,663
"22033001600","Census Tract 16; East Baton Rouge Parish; Louisiana",3080,1751,853,25,426,56.8506493506493,27.6948051948052,0.811688311688312,13.8311688311688,59909,83750,53000,388,471,577,27.0194986072423,40.1810584958217,410,13.3681121617216,9.40111420612813,27,4.47761194029851,1436,402,758,27.9944289693593,52.7855153203343,163,11.3509749303621,563,538,25,95.5595026642984,4.4404973357016,213,1432,30.5157593123209,194.037940379404,1887,1436,451,76.0996290408055,23.9003709591945,698,738,48.6072423398329,51.3927576601671,258700,1129,1132,77,17,661,236,161,24,64.0699523052464,35.0291467938527,12.5066242713302,8.53206147323794,1.27186009538951,4.45151033386327,91.4149443561208,279,799,646,162,1608,809,85.214626391097,42.8722840487546,272,49,36.8563685636856,6.63956639566396,59909,1149,1231,1231,447,31.1281337047354,411,310
"22033001700","Census Tract 17; East Baton Rouge Parish; Louisiana",4132,2734,1106,61,59,66.1665053242982,26.7666989351404,1.47628267182962,1.42787996127783,67083,131039,29258,541,505,787,29.5144571740316,42.9350791052919,719,18.8417190775681,16.4757228587016,335,41.6149068322981,1833,907,738,49.4817239498091,40.2618657937807,359,19.5853791598472,792,469,323,59.2171717171717,40.7828282828283,675,1423,64.9038461538462,179.445145018915,2410,1833,577,76.058091286307,23.9419087136929,1040,793,56.7375886524823,43.2624113475177,365400,1015,1412,35,0,963,562,562,532,60.0414937759336,39.9585062240664,23.3195020746888,23.3195020746888,22.0746887966805,3.15352697095436,81.2033195020747,381,873,708,203,1850,977,76.7634854771784,40.5394190871369,390,298,49.1803278688525,37.578814627995,67083,1248,1606,1606,528,28.8052373158756,736,471
"22033001800","Census Tract 18; East Baton Rouge Parish; Louisiana",2507,1573,718,0,128,62.7443159154368,28.6398085360989,0,5.10570402871959,51774,70000,32351,396,503,343,31.8840579710145,27.6167471819646,253,10.0917431192661,12.0772946859903,26,5.55555555555556,1242,552,660,44.4444444444444,53.1400966183575,300,24.1545893719807,450,206,172,45.7777777777778,54.2222222222222,405,1075,60.4477611940298,187.937062937063,1408,1242,166,88.2102272727273,11.7897727272727,670,572,53.9452495974235,46.0547504025765,241400,1221,763,123,0,522,426,331,323,62.9261363636364,37.0738636363636,30.2556818181818,23.5085227272727,22.9403409090909,3.69318181818182,59.7301136363636,92,521,458,217,1196,675,84.9431818181818,47.9403409090909,413,246,72.2027972027972,43.006993006993,51774,1212,1201,1201,598,48.1481481481481,487,268
"22033001900","Census Tract 19; East Baton Rouge Parish; Louisiana",3457,3037,305,22,106,87.8507376337865,8.8226786230836,0.636389933468325,3.06624240671102,88487,146798,76107,182,806,655,11.0772976262934,39.8660986001217,203,5.87214347700318,5.96469872185027,34,5.32915360501567,1643,730,790,44.4309190505173,48.0827754108338,327,19.9026171637249,623,560,46,89.8876404494382,10.1123595505618,674,1043,73.9035087719298,142.681258549932,1709,1643,66,96.1380924517262,3.86190754827384,912,731,55.5082166768107,44.4917833231893,510200,1209,1037,29,0,643,363,141,89,62.3756582796957,37.6243417203043,21.2404915155061,8.25043885313049,5.20772381509655,15.1550614394383,65.3598595669983,269,532,495,307,1419,887,83.0310122878876,51.9016968987712,162,30,22.1614227086183,4.10396716826265,88487,1382,1983,1983,383,23.3110164333536,669,193
"22033002000","Census Tract 20; East Baton Rouge Parish; Louisiana",4015,3345,225,331,280,83.3125778331258,5.60398505603985,8.24408468244085,6.97384806973848,95119,123333,39773,257,514,731,17.1105193075899,48.6684420772304,163,4.05977584059776,9.9866844207723,0,0,1502,1011,378,67.3102529960053,25.1664447403462,417,27.762982689747,888,832,0,93.6936936936937,6.30630630630631,900,798,72.6978998384491,302.272727272727,1726,1502,224,87.0220162224797,12.9779837775203,1238,264,82.4234354194408,17.5765645805593,359800,1148,1201,12,0,513,418,249,226,70.2780996523754,29.7219003476246,24.2178447276941,14.4264194669757,13.0938586326767,9.44380069524913,80.1274623406721,174,297,610,554,1541,1244,89.2815758980301,72.0741599073001,110,32,41.6666666666667,12.1212121212121,95119,1284,1358,1358,339,22.5699067909454,569,464
"22033002200","Census Tract 22; East Baton Rouge Parish; Louisiana",1116,191,899,2,3,17.1146953405018,80.5555555555556,0.17921146953405,0.268817204301075,33849,NA,27596,257,187,35,53.6534446764092,7.30688935281837,399,35.752688172043,30.8977035490605,176,53.4954407294833,479,177,283,36.9519832985386,59.0814196242171,121,25.2609603340292,303,43,250,14.1914191419142,85.8085808580858,139,453,61.5044247787611,179.051383399209,693,479,214,69.1197691197691,30.8802308802309,226,253,47.1816283924843,52.8183716075157,151300,919,530,3,0,160,125,125,117,76.9119769119769,23.0880230880231,18.037518037518,18.037518037518,16.8831168831169,13.1313131313131,65.6565656565657,183,110,266,50,438,328,63.2034632034632,47.3304473304473,114,72,45.0592885375494,28.4584980237154,33849,878,686,686,163,34.0292275574113,87,209
"22033002300","Census Tract 23; East Baton Rouge Parish; Louisiana",2697,2590,35,13,128,96.0326288468669,1.29773822766036,0.482017055988135,4.74601408972933,82888,115125,64808,176,550,553,13.7607505863956,43.2369038311181,146,5.41342232109752,3.90930414386239,0,0,1279,532,594,41.5949960906959,46.4425332290852,204,15.9499609069586,491,353,18,71.8940936863544,28.1059063136456,497,875,58.4018801410106,204.439252336449,1492,1279,213,85.7238605898123,14.2761394101877,851,428,66.5363565285379,33.4636434714621,336200,1568,1015,12,0,459,105,36,0,68.8337801608579,30.7640750670241,7.03753351206434,2.41286863270777,0,2.81501340482574,89.2091152815013,178,590,556,112,1314,724,88.0697050938338,48.5254691689008,223,69,52.1028037383178,16.1214953271028,82888,1515,1465,1465,380,29.7107114933542,651,268
"22033002400","Census Tract 24; East Baton Rouge Parish; Louisiana",1921,601,1012,91,197,31.2857886517439,52.6808953669964,4.7371160853722,10.25507548152,33421,64926,29673,570,353,121,54.5977011494253,11.5900383141762,681,35.450286309214,33.6206896551724,77,36.3207547169811,1044,334,523,31.992337164751,50.095785440613,102,9.77011494252874,183,48,135,26.2295081967213,73.7704918032787,148,1139,53.8181818181818,148.114434330299,1574,1044,530,66.3278271918679,33.6721728081321,275,769,26.3409961685824,73.6590038314176,233800,826,555,90,0,900,723,589,479,40.9783989834816,57.1791613722999,45.9339263024142,37.420584498094,30.4320203303685,27.8271918678526,60.864040660737,567,560,323,44,941,381,59.7839898348158,24.2058449809403,403,260,52.405721716515,33.8101430429129,33421,796,NA,NA,445,42.6245210727969,79,514
"22033002500","Census Tract 25; East Baton Rouge Parish; Louisiana",2689,1007,1272,117,198,37.4488657493492,47.3038304202306,4.35105987355894,7.36333209371514,37055,78603,31905,602,561,184,44.6919079435783,13.6599851521901,1155,42.9527705466716,43.3556050482554,237,57.9462102689486,1347,472,717,35.0408314773571,53.2293986636971,260,19.3021529324425,346,162,161,46.8208092485549,53.1791907514451,117,1637,45.5252918287938,150.183486238532,1949,1347,602,69.1123653155464,30.8876346844536,257,1090,19.079435783222,80.920564216778,140800,1110,689,37,23,1200,1116,966,924,37.2498717290918,61.5700359158543,57.2601334017445,49.5638789122627,47.4089276552078,25.8594150846588,67.2139558748076,386,850,461,138,1500,650,76.9625448948179,33.3504361210877,535,441,49.0825688073394,40.4587155963303,37055,1044,713,713,590,43.8010393466964,156,335
"22033002601","Census Tract 26.01; East Baton Rouge Parish; Louisiana",4287,3364,113,414,334,78.4697923956146,2.6358759038955,9.65710286913926,7.79099603452298,64420,105500,26108,741,579,861,33.9752407152682,39.4773039889959,971,22.6498717051551,31.5910132966529,0,0,2181,794,1072,36.4053186611646,49.1517652453003,323,14.8097203117836,499,444,43,88.9779559118236,11.0220440881764,711,1601,45.6354300385109,256.982343499197,2545,2181,364,85.6974459724951,14.3025540275049,1558,623,71.4351215038973,28.5648784961027,491400,1481,1831,114,0,600,450,434,434,76.4243614931238,23.5756385068762,17.6817288801572,17.0530451866405,17.0530451866405,31.5913555992141,63.0255402750491,260,443,1003,753,2285,1842,89.7838899803536,72.37721021611,386,316,61.9582664526485,50.7223113964687,64420,1551,1669,1669,528,24.2090784044017,1140,362
